trialNum,repNum,gameId,tangram,playerId,role,numPlayers,text,condition,realCorrect,targetNum,activePlayerCount,spans,span_offsets,raw_spans
2,0,LzNv7CD7gRuxpk7cQ,L,5beKfX6iGcYFWgGg5,listener,3,back legs up in the air,3_rotate,2,2,NA,"[{""span"":""back legs up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""in the air"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,12],[13,23]]","""back legs up"" METAPHOR PART
""in the air"" LITERAL PART"
2,0,LzNv7CD7gRuxpk7cQ,L,ePuHpSEgEgZdLy5Hp,speaker,3,no back legs not up,3_rotate,2,2,NA,"[{""span"":""back legs not up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[3,19]]","""back legs"" METAPHOR PART
""not up"" LITERAL PART"
25,2,GWCD2NGoiA2n5Wh2i,I,7CNcmu99Gs4McbRom,listener,6,"I have no idea what Minnesota looks like, but now I will always assume it looks like a blob with a diamond head",6_thick,4,1,6,"[{""span"":""what Minnesota looks like"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""like a blob "",""literal_metaphor"":""literal"",""part_holistic"":""holistic""},{""span"":""with a diamond"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""head"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[15,40],[80,92],[92,106],[107,111]]","""I have no idea what Minnesota looks like"" METAPHOR HOLISTIC  
""but now I will always assume it looks like"" METAPHOR HOLISTIC  
""a blob with a diamond head"" METAPHOR HOLISTIC"
25,2,GWCD2NGoiA2n5Wh2i,I,Z6TmKzSh7SAQns8Sg,speaker,6,"ice skater once more! one leg on the ground, with a foot pointing to the left one leg in the air, on the right, foot pointing out",6_thick,4,1,6,"[{""span"":""ice skater"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""one leg on the ground"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""with a foot pointing to the left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""one leg in the air"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""foot pointing out"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,10],[22,43],[45,77],[78,96],[112,129]]","""ice skater"" METAPHOR HOLISTIC  
""once more"" LITERAL HOLISTIC  
""one leg on the ground"" LITERAL PART  
""with a foot pointing to the left"" LITERAL PART  
""one leg in the air"" LITERAL PART  
""on the right"" LITERAL PART  
""foot pointing out"" LITERAL PART"
22,1,LzNv7CD7gRuxpk7cQ,F,MrNX5Si499ovSY845,speaker,3,Person sitting down facing left,3_rotate,2,10,NA,"[{""span"":""Person"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""sitting down"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,6],[7,19],[20,31]]","""Person"" METAPHOR HOLISTIC  
""sitting down"" METAPHOR PART  
""facing left"" LITERAL PART"
22,1,LzNv7CD7gRuxpk7cQ,F,MrNX5Si499ovSY845,speaker,3,you can see his knee,3_rotate,2,10,NA,"[{""span"": ""his knee"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[12, 20]]","""his knee"" METAPHOR PART"
42,3,LzNv7CD7gRuxpk7cQ,E,ePuHpSEgEgZdLy5Hp,speaker,3,indian,3_rotate,2,6,NA,"[{""span"":""indian"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,6]]",No meaningful phrase to label.
24,2,MEJ8y7jRW4947MPrH,L,JgAvTcZ3mLH7Ex3pZ,speaker,6,diamond head arms left knees bent,full_feedback,5,0,NA,"[{""span"":""diamond "",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":"" head"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""arms left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""knees bent"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,8],[7,12],[13,22],[23,33]]","""diamond head"" METAPHOR PART  
""diamond arms"" METAPHOR PART  
""diamond left"" LITERAL PART  
""diamond knees bent"" METAPHOR PART"
24,2,MEJ8y7jRW4947MPrH,L,JgAvTcZ3mLH7Ex3pZ,speaker,6,arms right sorry,full_feedback,5,0,NA,"[{""span"":""arms right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,10]]","""arms right"" METAPHOR PART  
""sorry"" METAPHOR PART"
24,2,MEJ8y7jRW4947MPrH,L,o6obBbzzSPJE34pKb,listener,6,are his legs facing the ceiling or flat,full_feedback,5,0,NA,"[{""span"":""legs facing the ceiling"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""flat"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[8,31],[35,39]]","""legs facing the ceiling"" METAPHOR HOLISTIC  
""flat"" LITERAL PART"
24,2,MEJ8y7jRW4947MPrH,L,2h6bskoni4WchAmPK,listener,6,feet up or no,full_feedback,5,0,NA,"[{""span"": ""feet up"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 7]]","""feet up"" METAPHOR PART"
24,2,MEJ8y7jRW4947MPrH,L,XNra8yzmu6p3Xw6m5,listener,6,it looks like they're doing a squat while holding a tray,full_feedback,5,0,NA,"[{""span"":""doing a squat"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""holding a tray"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[22,35],[42,56]]","""looks like they're doing a squat"" METAPHOR HOLISTIC  
""doing a squat"" METAPHOR PART  
""squat"" METAPHOR PART  
""holding a tray"" LITERAL PART  
""tray"" PART"
24,2,MEJ8y7jRW4947MPrH,L,JgAvTcZ3mLH7Ex3pZ,speaker,6,knees bent to right under knees,full_feedback,5,0,NA,"[{""span"":""knees bent"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""under knees"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,10],[20,31]]","""knees bent"" METAPHOR PART  
""to right"" LITERAL PART  
""under knees"" METAPHOR PART"
24,2,MEJ8y7jRW4947MPrH,L,XNra8yzmu6p3Xw6m5,listener,6,*tray,full_feedback,5,0,NA,"[{""span"":""tray"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[1,5]]","""tray"" NEITHER"
24,2,MEJ8y7jRW4947MPrH,L,JgAvTcZ3mLH7Ex3pZ,speaker,6,yes squat with the tray guy,full_feedback,5,0,NA,"[{""span"":""squat"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""with the tray"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""guy"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[4,9],[10,23],[24,27]]","""squat"" METAPHOR PART  
""tray guy"" METAPHOR HOLISTIC"
24,2,MEJ8y7jRW4947MPrH,L,sLmWkpuX6yKjgpnPQ,listener,6,squat guy,full_feedback,5,0,NA,"[{""span"": ""squat guy"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 9]]","""squat guy"" METAPHOR HOLISTIC"
24,2,MEJ8y7jRW4947MPrH,L,o6obBbzzSPJE34pKb,listener,6,squat is a good one,full_feedback,5,0,NA,"[{""span"":""squat"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,5]]","""squat"" METAPHOR PART"
24,2,MEJ8y7jRW4947MPrH,L,o6obBbzzSPJE34pKb,listener,6,squat guy,full_feedback,5,0,NA,"[{""span"": ""squat guy"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 9]]","""squat guy"" METAPHOR HOLISTIC"
18,1,GWCD2NGoiA2n5Wh2i,A,Z6TmKzSh7SAQns8Sg,speaker,6,dancing guy again!,6_thick,5,6,6,"[{""span"": ""dancing guy"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 11]]","""dancing guy"" METAPHOR HOLISTIC  
""again!"" PART"
18,1,GWCD2NGoiA2n5Wh2i,A,Z6TmKzSh7SAQns8Sg,speaker,6,legs facing left,6_thick,5,6,6,"[{""span"": ""legs facing left"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 16]]","""legs facing left"" METAPHOR PART"
18,1,GWCD2NGoiA2n5Wh2i,A,7CNcmu99Gs4McbRom,listener,6,hmm ice skater on one leg,6_thick,5,6,6,"[{""span"":""ice skater"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""on one leg"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[4,14],[15,25]]","""ice skater"" METAPHOR HOLISTIC  
""on one leg"" LITERAL PART"
18,1,GWCD2NGoiA2n5Wh2i,A,Z6TmKzSh7SAQns8Sg,speaker,6,"one up, one on floor not the ice skater",6_thick,5,6,6,"[{""span"":""one on floor"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""the ice skater"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""one up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[8,20],[25,39],[0,6]]","one up"" LITERAL PART  
""one on floor"" LITERAL PART  
""the ice skater"" METAPHOR HOLISTIC"
1,0,MEJ8y7jRW4947MPrH,A,2h6bskoni4WchAmPK,speaker,6,Person facing left in process of walking (taking step),full_feedback,5,1,NA,"[{""span"":""Person facing left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""walking"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""taking step"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,18],[33,40],[42,53]]","""Person facing left"" METAPHOR HOLISTIC  
""walking"" LITERAL PART  
""taking step"" LITERAL PART"
1,0,MEJ8y7jRW4947MPrH,A,XNra8yzmu6p3Xw6m5,listener,6,What direction is their head facing,full_feedback,5,1,NA,"[{""span"":""What direction is their head facing"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,35]]","""What direction"" LITERAL PART  
""their head"" METAPHOR PART"
1,0,MEJ8y7jRW4947MPrH,A,XNra8yzmu6p3Xw6m5,listener,6,is it at an angle or straight,full_feedback,5,1,NA,"[{""span"": ""is it at an angle"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}, {""span"": ""or straight"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}]","[[0, 17], [18, 29]]","""is it at an angle"" LITERAL PART  
""or straight"" LITERAL PART"
1,0,MEJ8y7jRW4947MPrH,A,o6obBbzzSPJE34pKb,listener,6,is one of his legs really far back,full_feedback,5,1,NA,"[{""span"":""is one of his legs really far back"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,34]]","""one of his legs"" METAPHOR PART  
""far back"" METAPHOR PART"
1,0,MEJ8y7jRW4947MPrH,A,sLmWkpuX6yKjgpnPQ,listener,6,stepping left right,full_feedback,5,1,NA,"[{""span"":""stepping left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,13]]","""stepping left"" LITERAL PART  
""right"" LITERAL PART"
1,0,MEJ8y7jRW4947MPrH,A,2h6bskoni4WchAmPK,speaker,6,head' towards back,full_feedback,5,1,NA,"[{""span"":""head' towards back"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,18]]",head' towards back' METAPHOR HOLISTIC
1,0,MEJ8y7jRW4947MPrH,A,2ooABLMjEkBCftsH6,listener,6,are they about to fall to their left,full_feedback,5,1,NA,"[{""span"":""about to fall to their left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[9,36]]","""about to fall"" METAPHOR HOLISTIC  
""to their left"" LITERAL PART"
1,0,MEJ8y7jRW4947MPrH,A,JgAvTcZ3mLH7Ex3pZ,listener,6,I right leg up in air,full_feedback,5,1,NA,"[{""span"":""right leg up in air"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[2,21]]","""I right leg up"" METAPHOR PART  
""leg up"" METAPHOR PART"
1,0,MEJ8y7jRW4947MPrH,A,2h6bskoni4WchAmPK,speaker,6,stepping left,full_feedback,5,1,NA,"[{""span"": ""stepping left"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 13]]","""stepping left"" METAPHOR PART"
1,0,MEJ8y7jRW4947MPrH,A,2h6bskoni4WchAmPK,speaker,6,right leg in air,full_feedback,5,1,NA,"[{""span"": ""right leg in air"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 16]]","""right leg in air"" METAPHOR PART"
11,0,LzNv7CD7gRuxpk7cQ,C,ePuHpSEgEgZdLy5Hp,speaker,3,both arms up in the arm,3_rotate,2,11,NA,"[{""span"":""both arms up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""in the arm"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,12],[13,23]]","""both arms up"" METAPHOR PART  
""in the arm"" LITERAL PART"
11,0,LzNv7CD7gRuxpk7cQ,C,ePuHpSEgEgZdLy5Hp,speaker,3,no legs,3_rotate,2,11,NA,"[{""span"": ""no legs"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 7]]","""no legs"" METAPHOR PART"
11,0,LzNv7CD7gRuxpk7cQ,C,ePuHpSEgEgZdLy5Hp,speaker,3,head between arms,3_rotate,2,11,NA,"[{""span"": ""head between arms"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 17]]","""head between arms"" METAPHOR PART"
11,0,LzNv7CD7gRuxpk7cQ,C,5beKfX6iGcYFWgGg5,listener,3,like a ghost,3_rotate,2,11,NA,"[{""span"": ""like a ghost"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 12]]","""like a ghost"" METAPHOR HOLISTIC"
36,3,MDLyuv29jevaGLSeT,G,EGR4mR2YTj3pX8C3s,speaker,6,Dude looks like the bunny but facing the left,6_thin,2,0,6,"[{""span"":""bunny"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing the left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[20,25],[30,45]]","""looks like the bunny"" METAPHOR HOLISTIC  
""bunny"" METAPHOR PART  
""but"" PART  
""facing the left"" LITERAL PART"
36,3,MDLyuv29jevaGLSeT,G,EGR4mR2YTj3pX8C3s,speaker,6,Lying down,6_thin,2,0,6,"[{""span"": ""Lying down"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 10]]","""Lying down"" METAPHOR HOLISTIC"
47,3,zviCQXNM4xWoYTmoY,H,Q5Bs5Daz3vBi66sSW,speaker,6,not the candle,no_rotate,5,11,NA,"[{""span"":""not the candle"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,14]]","""not the candle"" HOLISTIC PART"
60,5,MEJ8y7jRW4947MPrH,A,sLmWkpuX6yKjgpnPQ,speaker,6,Frank,full_feedback,5,0,NA,"[{""span"":""Frank"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,5]]","""Frank"" HOLISTIC PART"
6,0,BTbGhXZvjdSFubTBg,D,WXmyGwByDtSr3gTyk,speaker,6,"a person standing holding out their hands,",6_thick,5,6,6,"[{""span"":""a person"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""standing"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""holding out their hands"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,8],[9,17],[18,41]]","""a person"" METAPHOR HOLISTIC  
""standing"" METAPHOR PART  
""holding out"" METAPHOR PART  
""their hands"" METAPHOR PART"
6,0,BTbGhXZvjdSFubTBg,D,9nyyLZ9PJhX7LnAx7,listener,6,Both feet on the ground,6_thick,5,6,6,"[{""span"":""Both feet on the ground"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,23]]","""Both feet on the ground"" LITERAL PART"
6,0,BTbGhXZvjdSFubTBg,D,EnZxY9HcC4c6WuCd8,listener,6,Inverted top hat in hands,6_thick,5,6,6,"[{""span"":""Inverted top hat in hands"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,25]]","""Inverted top hat"" METAPHOR PART"
6,0,BTbGhXZvjdSFubTBg,D,YZav64FB85yPmwMCq,listener,6,Are they side on,6_thick,5,6,6,"[{""span"":""side on"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[9,16]]","""side on"" LITERAL PART"
6,0,BTbGhXZvjdSFubTBg,D,9nyyLZ9PJhX7LnAx7,listener,6,"Wait, holding OUT their hands, or holding UP their hands",6_thick,5,6,6,"[{""span"": ""holding OUT their hands"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}, {""span"": ""holding UP their hands"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[6, 29], [34, 56]]","""holding OUT their hands"" METAPHOR PART
""holding UP their hands"" METAPHOR PART"
6,0,BTbGhXZvjdSFubTBg,D,WXmyGwByDtSr3gTyk,speaker,6,yes inverted top hat,6_thick,5,6,6,"[{""span"":"" inverted top hat"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[3,20]]",yes inverted top hat LITERAL HOLISTIC
6,0,BTbGhXZvjdSFubTBg,D,j9qfbLnF9TpFABZaJ,listener,6,lol top hat,6_thick,5,6,6,"[{""span"":""top hat"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[4,11]]","""top hat"" METAPHOR HOLISTIC"
47,3,rSMFkjhskBteiyQMB,D,o7s7B6kZLqvaG62N4,speaker,4,"man giving a sermon speaking, straight legs",4_rotate,3,11,NA,"[{""span"":""man giving a sermon"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""speaking"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""straight"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""legs"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,19],[20,28],[30,38],[39,43]]","""man giving a sermon"" METAPHOR HOLISTIC  
""speaking"" LITERAL PART  
""straight legs"" LITERAL PART"
0,0,zviCQXNM4xWoYTmoY,K,Q5Bs5Daz3vBi66sSW,speaker,6,"the picture looks like someone kneeling down on the floor and holding their hands out in front of them, feet sticking up behind them, elbows sticking out slightly behind their back",no_rotate,5,0,NA,"[{""span"":""holding their hands out in front of them"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""feet sticking up behind them"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""elbows sticking out slightly behind their back"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":"" someone kneeling down on the floor "",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[62,102],[104,132],[134,180],[22,58]]","""the picture"" HOLISTIC PART  
""looks like"" METAPHOR HOLISTIC  
""someone"" METAPHOR PART  
""kneeling down"" METAPHOR PART  
""on the floor"" LITERAL PART  
""and holding"" LITERAL PART  
""their hands"" METAPHOR PART  
""out in front of them"" LITERAL PART  
""feet sticking up"" METAPHOR PART  
""behind them"" LITERAL PART  
""elbows sticking out"" METAPHOR PART  
""slightly behind their back"" LITERAL PART"
0,0,zviCQXNM4xWoYTmoY,K,XBjhcfLtesgASpEW2,listener,6,which way is the square on their head,no_rotate,5,0,NA,"[{""span"":""the square"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""on their head"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[13,23],[24,37]]","""square on their head"" METAPHOR HOLISTIC"
0,0,zviCQXNM4xWoYTmoY,K,XBjhcfLtesgASpEW2,listener,6,is it a diamond,no_rotate,5,0,NA,"[{""span"":""diamond"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[8,15]]","""is it a"" METAPHOR PART  
""diamond"" LITERAL PART"
0,0,zviCQXNM4xWoYTmoY,K,Q5Bs5Daz3vBi66sSW,speaker,6,yeah like a diamond,no_rotate,5,0,NA,"[{""span"":""like a diamond"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[5,19]]","""like a diamond"" METAPHOR HOLISTIC"
69,5,MEJ8y7jRW4947MPrH,B,sLmWkpuX6yKjgpnPQ,speaker,6,wings boy,full_feedback,5,9,NA,"[{""span"":""wings"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""boy"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,5],[6,9]]","""wings"" METAPHOR PART  
""boy"" METAPHOR PART"
27,2,LzNv7CD7gRuxpk7cQ,G,5beKfX6iGcYFWgGg5,speaker,3,long dress tango,3_rotate,2,3,NA,"[{""span"":""long dress"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""tango"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,10],[11,16]]","""long dress"" METAPHOR HOLISTIC  
""tango"" LITERAL PART"
2,0,BTbGhXZvjdSFubTBg,A,WXmyGwByDtSr3gTyk,speaker,6,The person with one leg up and the head tilted back,6_thick,5,2,6,"[{""span"":""head tilted back"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""The person"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""one leg up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[35,51],[0,10],[16,26]]","""person with one leg up"" METAPHOR HOLISTIC  
""head tilted back"" METAPHOR PART"
2,0,BTbGhXZvjdSFubTBg,A,j9qfbLnF9TpFABZaJ,listener,6,reminds me of a zombie,6_thick,5,2,6,"[{""span"":""a zombie"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[14,22]]","""reminds me of"" METAPHOR HOLISTIC  
""a zombie"" METAPHOR PART"
46,3,LzNv7CD7gRuxpk7cQ,B,ePuHpSEgEgZdLy5Hp,speaker,3,person kneeling with arms out,3_rotate,2,10,NA,"[{""span"": ""person kneeling"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}, {""span"": ""arms out"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 15], [21, 29]]","""person kneeling"" METAPHOR HOLISTIC  
""arms out"" METAPHOR PART"
46,3,LzNv7CD7gRuxpk7cQ,B,ePuHpSEgEgZdLy5Hp,speaker,3,angle,3_rotate,2,10,NA,[],[],"""angle"" LITERAL PART"
46,3,LzNv7CD7gRuxpk7cQ,B,ePuHpSEgEgZdLy5Hp,speaker,3,angel,3_rotate,2,10,NA,"[{""span"": ""angel"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 5]]","""angel"" METAPHOR HOLISTIC"
54,4,Z2WAkYpWiXwuGcdME,L,R3cRgh4HmEtRsmQyp,speaker,2,beg no triangle,2_thick,1,6,2,"[{""span"":""triangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""beg"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[7,15],[0,3]]","""beg"" neither  
""no"" neither  
""triangle"" LITERAL PART"
